order,type,name,label::english,label::somali,required,relevant,appearance,constraint,constraint_message,choice_filter,calculation,media::image::english,media::image::somali,hint:english,hint:somali
292,select_one yes_no,internal_seperation_rooms,Is there internal separation of rooms within the shelter?,Qolalka gudaha ee hoygiinu ma kala qaybsan yihiin?,TRUE,,,,,,,,,,
293,select_one yes_no,source_of_light_at_night,Is there a source of light at night?,Ma jiraa laydh/iftiin habeenkii ?,TRUE,,,,,,,,,,
294,select_one yes_no,shelter_lock_from_inside,Can you lock the shelter from the inside?,Qolalka  hoosta ama gudaha  ma ka xidhan kartaan?,TRUE,,,,,,,,,,
,select_one yes_no,shelter_lock_from_outside,Can you lock the shelter from the Outside?,Qolalka/Hoyga Dusha ma ka xidhan kartaan?,,,,,,,,,,,
295,select_one yes_no,theft_from_shelter,Has there been any theft from your shelter in the past 3 months/90 days?,Ma  jiraan wax la idinka xaday 3dii bilood ee lasoo dhafay ?,TRUE,,,,,,,,,,
296,end_group,,,,,,,,,,,,,,
297,select_multiple nfis,household_nfi,Does your household have the following quantity of basic items? _Read out options to respondents_,Qoyskiinu  ma haysta agabka asassiga ah ee soo socda ?,TRUE,,,"not(selected(.,'none') and count-selected(.) >1)",Cannot select choose not to answer' and any other option,,,,,,
298,select_one shelter_support or_other,shelter_support,"If available, what would be the main type of support you would require for your shelter?","hadii la heli karo, waa maxay caawimada hoyga ee ugu muhiimsan aad u baahnaan lahaydeen ?",TRUE,,,,,,,,,,
299,select_one nfis_support or_other,nfis_support,"If available, what would be the main type of support you would require for non-food items?","hadii la heli karo, waa maxay caawimada macuunta ee ugu muhiimsan aad u baahnaan lahaydeen ?",TRUE,,,,,,,,,,
300,select_one y_n_dk,fore_shelter,Do you believe that you will have access to your shelter for the winter season?,ma aaminsantahay in aad ku noolaan karto hoygaaga xiliga jilaalka?,TRUE,,,,,,,,,,
301,select_one y_n_dk,fore_blank,Do you believe that you will have enough blankets and warm clothes for the winter season?,ma amninsantahay inaad haysan doonta busteyaal iyo dharka dhaxanta oo kugu filan xiliga jilaalka?,TRUE,,,,,,,,,,
303,end_group,,,,,,,,,,,,,,
304,begin_group,prot,Protection,Ilaalinta Xuquuqda,,"selected(${consensus},'yes')",,,,,,,,,
305,select_one yes_no,free_movement,Are members of your household able to move freely in the community and surrounding area?,Xubnaha  qoyskaaga miyay awoodaan inay si xor ah u socon karaan bulshada dhexdeeda iyo deegaanka ku xeeran?,TRUE,,,,,,,,,,
306,select_one y_n_dk,unsafe_male,Are there any areas in your community where boys or men do not feel safe?,Miyay jirtaa meelo aynay inamada ama raggu ku dareemin amaan bulshada dhexdeeda?,TRUE,,,,,,,,,,
307,select_multiple male_unsafe,unsafe_area_male,Where do boys and men not feel safe?,Meeshee ayaanay ragga iyo wiilashu dareemin amaan?,TRUE,"selected(${unsafe_male},'yes')",,"not(selected(.,'choose_no_answer') and count-selected(.) >1)",Cannot select choose not to answer' and any other option,,,,,,
308,text,unsafe_area_male_other,"Other, specify","wax kale, fadlan sheeg",TRUE,"selected(${unsafe_area_male},'other')",,,,,,,,,
309,select_one y_n_dk,unsafe_female,Are there any areas in your community where girls or women do not feel safe?,Miyay jirtaa meelo aynay hablaha ama dumarka ku dareemin amaan bulshada dhexdeeda?,TRUE,,,,,,,,,,
310,select_multiple female_unsafe,unsafe_area_female,Where do girls and women not feel safe?,Meelehee ayaanay ku dareemin hablaha iyo dumarku amaan?,TRUE,"selected(${unsafe_female},'yes')",,"not(selected(.,'choose_no_answer') and count-selected(.) >1)",Cannot select choose not to answer' and any other option,,,,,,
311,text,unsafe_area_female_other,"Other, specify","wax kale, fadlan sheeg",TRUE,"selected(${unsafe_area_female},'other')",,,,,,,,,
312,select_one y_n_dk,separation_members,Were there any household members separated from the household in the past 3 months/90 days?,Miyay jiraan xubno ka mid qoyska oo ka tagay qoyska intii lagu gudo jirey saddexdii bilood ee lasoo dhaafay/ 90 maalmood?,TRUE,,,,,,,,,,
313,select_multiple age_gender,separation_age_gender,What is the gender and age of the separated member?,Waa maxay jinsiga iyo da`da xubnaha tagay?,TRUE,"selected(${separation_members},'yes')",,,,,,,,,
314,select_multiple separation,separation_reasons,Why was the person separated from the household?,Muxuu qofku uga tagay qoyska?/ Maxay ahayd sababta uu qofka uga tagay qoyska?,TRUE,"selected(${separation_members},'yes')",,"not(selected(.,'dnk') and count-selected(.) >1)",Cannot select 'don’t know' and any other option,,,,,,
315,select_one never_som_always,theft_harassment,"In the last 3 months/90 days, were you or your household members worried about theft or harassment?","Saddexdii bilood ee laso dhaafay/90 maalmood, miyaa adiga ama ama xubnaha qoyskaagu ka warwareen wax ku saabsan xatooyo/tuugo ama xadgudub?",TRUE,,,,,,,,,,
316,select_one never_som_always,light_injury,"In the last 3 months/90 days, were you or your household members worried about light or moderate injuries due to accidents or violence (for e.g. injuries which can interrupt normal activities for a few days; no permanent disabilities)?","Intii lagu gudo jirey saddexdii bilood ee lasoo dhaafay, miyaa adiga ama xubno ka tirsan qoyskaaga ay ka warwareen am la so deristay   dhaawacyo fudud oo ka dhashay shilal ama rabshado ( Tusaale ahaan: dhaawacyo wax yeeleeyay hawl maalmeedkaaga caadiga ah (oo aan ahayn naafo joogto ah)?",TRUE,,,,,,,,,,
317,select_one never_som_always,grave_injury,"In the last 3 months/90 days, were you or your household members worried about grave injuries due to accident or violence (for e.g. injuries resulting in permanent disabilities, long term interruption of normal activities)?","Intii lagu gudo jirey saddexdii bilood ee laoo dhaafay/ 90kii maalmood, Miyaa adiga ama xubno ka tirsan qoyskaagu ka warwareen wax ku saabsan dhaawacyo murugo leh oo ka dhasahay shilal ama rabshado ( tusaale ahaan, dhaawacyo keenay laxaad la'aan joogto ah, taasoo wakhti dheer wax yeelaysay halahaagii caadiga ahaa)?",TRUE,,,,,,,,,,
318,select_one never_som_always,sgbv,"In the last 3 months/90 days, were you or your household members worried about sexual or gender-based violence?","Intii lagu gudo jirey saddexdii bilood ee laso dhaafay/ 90ka maalmood, miyaad adiga ama xubno ka tirsan qoyskaaga ay ka warwareen wax ku saabsan rabshado khuseeya xadgubyo xaga jinsiga ah?",TRUE,,,,,,,,,,
319,select_one never_som_always,abductions,"In the last 3 months/90 days, were you or your household members worried about abductions or kidnapping?","Intii lagu gudo jirey saddexdii bilood ee laso dhafay/ 90ka maalmood, miyaa adiga ama xubin ka tirsan qoyskaaga ay ka warwareen wax ku saabsan afduub?",TRUE,,,,,,,,,,
320,select_one never_som_always,uxo,"In the last 3 months/90 days, were you or your household members worried about landmines or unexploded ordinance or dangerous debris?",Intii lagu gudo jirey saddexdii bilood ee lasoo dhaafay/90ka maalmood miyaa adiga ama xubin ka tirsan qoyskaaga uu ka warwarey wax ku saabsan miinooyin ama qaraxyo lagugu amray ama khataro dhacay?,TRUE,,,,,,,,,,
321,select_one never_som_always,death,"In the last 3 months/90 days, were you or your household members worried about the risk or danger of death?","Saddexdii bilood ee ugu dambeeyay/90ka maalmood, miyaa adiga ama xubin ka mid ah qoyskaaga ka warweray wax ku saabsan khataro ama khatar dhimasho?",TRUE,,,,,,,,,,
322,select_one y_n_dk,hazardous_work,"Is anyone in your household currently working in dangerous or illegal conditions of work, or working without being paid?","Miyaa qof ka mid ah qoyskaaga uu hadda ka shaqeeya khatar ama xaalad shaqo oo aan sharci ahayn, ama shaqo aan lacag lagu siin?",TRUE,,,,,,,,,,
323,select_multiple age_gender,hazardous_work_age_gender,What is the gender and age of the household member engaged in such work?,Waa maxay jinsiga iyo da`da xubnaha qoyska kaasi oo ku hawlan shaqada noocan ah?,TRUE,"selected(${hazardous_work},'yes')",,,,,,,,,
324,select_one y_n_dk,own_land,Do you own the land you are settled on or the dwelling in which you live?,Ma adiga ayaa leh dhulka aad degentahay ama guriga aad ku nooshahay?,TRUE,,,,,,,,,,
325,select_one y_n_dk,doc_land_tenure,Do you own any documentation indicating land tenure or rental agreement?,Miyuu jiraa wax waraaqo sharci ah oo tilmaamaya lahaanshahaaga dhulkan ama heshiis kiro?,TRUE,,,,,,,,,,
326,select_one y_n_dk,destroyed_doc,Have you lost or have had any ownership or rental documents destroyed in the last 3 months/90 days?,Miyaad wayday ama miyaad haysatay lahaanshiyo ama waraaqo kiro oo dhamaaday intii lagu gudo jirey saddexdii bilood ee laso dhaafay/ 90ka maalmood?,TRUE,,,,,,,,,,
327,select_one y_n_dk,obtain_title,"If you do not have a written property title of ownership, do you think you could obtain it?","hadaadaan haysan wax qoraal ah oo muujinaya lahaanshe, miyaad u malaynaysaa inaad heli doonto?",TRUE,,,,,,,,,,
328,select_one y_n_dk,obtain_new_contract,"If you needed to, could you renew your rental contract or obtain a new one?","Hadii aad u baahato, miyaad dib u cusboonaysiin kartaa heshiiskaaga kirada ama aad heli kartaa mid cusub?",TRUE,,,,,,,,,,
329,select_one y_n_dk,land_grab,Have you had any land seized or grabbed from you in your area of origin or your previous location of residence?,miyaad haysatay wax dhul ah oo lagaa qaatay ama laga sharciyaystay adiga deegaankaaga aad kasoo jeedo ama meeshaadi hore ee aad degenayd?,TRUE,,,,,,,,,,
330,select_one y_n_dk,hlp_dispute,"Do you have any housing, land, or property-related disputes with other households, land-owners, rent-collectors, or tenants in the past 3 months/90 days?","Wax muran ah oo kaala dhexeeya qoysas kale , mulkiilayaal dhul, wakiilka guriga ama kirayste saddexdii bilood ee la soo dhaafay? ",TRUE,,,,,,,,,,
331,select_one y_n_dk,hlp_dispute_mech_use,Have you made use of a dispute resolution mechanism in the past 3 months/90 days?,Miyaad isticmaashay wax yaahaba lagu xalliyo khilaafka saddexdii bilood ee laso dhaafay/90 maalmood?,TRUE,"selected(${hlp_dispute},'yes')",,,,,,,,,
332,select_one y_n_dk,hlp_dispute_mech_satisfaction,Have you been satisfied with the dispute resolution mechanism that you have made use of?,Miyaad ku qanacsanayd sida loo xalliyay khilaafka taaso aad isticmaashay?,TRUE,"(selected(${hlp_dispute},'yes') and selected(${hlp_dispute_mech_use},'yes'))",,,,,,,,,
333,select_one yes_no,sgbv_consent,"The following section is going to ask about Sexual and Gender Based Violence, do you feel comfortable in replying to those questions?","Qaybahan soo socda waxaan wax kaa waydiin doona tacaddiyada jinsiga, miyaad raali ka tahay inaad ka jawaabto?",TRUE,,,,,,,,,,
334,begin_group,sgbv_section,sgbv,Tacadiyada ka dhanka jinsiga ,,"selected(${sgbv_consent},'yes')",field-list,,,,,,,,
335,select_multiple sgbv_recourse,sgbv_recourse_women,Where do women and girls go if they have experienced some form of violence?,Xagee ayay dumarka iyo gabdhahu tagaan hadii ay la kulmaan wax rabshado ah?,TRUE,,,"not((selected(.,'none') or selected(.,'dk_na') or selected(.,'no_report')) and count-selected(.) >1)",Cannot select 'none' or 'don't know' or 'not reporting' and any other option,,,,,,
336,text,sgbv_recourse_women_other,"Other, specify","wax kale, fadlan sheeg",TRUE,"selected(${sgbv_recourse_women},'other')",,,,,,,,,
337,select_one y_n_dk,sgbv_recourse_awareness,"Are you aware of any medical, legal, psychosocial services available in case of an attack of sexual or gender based violence?","Miyaad ka war qabtaa wax daawooyin ah, sharci, adeegyo nafsi ah oo la heli karo hadii ay dhacdo tacadi xaga jinsiga  ah?",TRUE,,,,,,,,,,
338,select_one y_n_dk,sgbv_recourse_use,"Has anyone in the household made use of SGBV medical, legal, or psychosocial services in the past 6 months?","Miyaa xubin ka tirsan qoyska uu helay daaweyn  xaga jinsiga, sharci ama adeegyo nafsi ah intii lagu gudo jirey 6dii bilood ee laso dhaafay?",TRUE,,,,,,,,,,
339,select_one y_n_dk,sgbv_recourse_use_satisfaction,Have you been satisfied with the SGBV services offered?,Miyaad ku qanacsanayd adeegii kaalmo oo lagu siiyey markii ay kugu dhacday tacadiga jinsiga?,TRUE,"selected(${sgbv_recourse_use},'yes')",,,,,,,,,
340,end_group,,,,,,,,,,,,,,
341,select_multiple crime_recourse,crime_recourse_hh,Where would you go if a crime has been committed against you or a member of your household?,Xagee ayaad tagi lahayd hadii dambi laguu gaysto adiga ama xubin ka tirsan qoyskaaga?,TRUE,,,"not((selected(.,'none') or selected(.,'dk_na') or selected(.,'no_report')) and count-selected(.) >1)",Cannot select 'none' or 'don't know' or 'not reporting' and any other option,,,,,,
342,text,crime_recourse_hh_other,"Other, specify","wax kale, fadlan sheeg",TRUE,"selected(${crime_recourse_hh},'other')",,,,,,,,,
343,select_one y_n_dk,judicial_remedy,Can you access effective and affordable judicial remedy?,Ma heli kartaa xal maxkamadeed oo wax ku ool aadna awoodo?,TRUE,,,,,,,,,,
344,select_one y_n_dk,judicial_remedy_effective,Do you trust that your request will be treated appropriately and without unreasonable delays?,Miyaad aaminsan tahay in codsigaaga loo fulin doono si fiican oo aan lahayn dib u dhac ?,TRUE,,,,,,,,,,
345,select_one y_n_dk,child_injury,Have any children in the household been injured in the past 2 weeks/14 days?,Miyaa wax caruur ah oo qoyska ka tirsan la dhaawacay 2dii usbuuc ee ugu dambeeyay/ 14ka cisho?,TRUE,,,,,,,,,,
346,select_one y_n_dk,child_space,"Is there a child-friendly space in your community where children can meet and play with or without supervision (for e.g. a park, gym, playground, etc.)?","Miyay jirtaa meel ku haboon caruurta bulshadaada dhexdeeda halkaaso ay caruurtu ku kulmi karaan oo ay ku cayaaraan iyadoo la kormeerayo ama aan la kormeerayn ( tusaale ahaan. Barxad, xarunta lagu cayaaro, garoon iyo wixi la mid ah)",TRUE,,,,,,,,,,
347,select_one y_n_dk,child_prot_service,"Are there any medical, legal, or social services for children in your community or area of residence?","Miyay jiraan wax daawooyin, sharci ama adeegyo bulsho oo  loogu talo galay caruurta deegaankaaga dhexdiisa ama deegaanka aad degentahay?",TRUE,,,,,,,,,,
348,select_one y_n_dk_not_used,child_prot_service_satisfaction,Are you satisfied with using such services?,Miyaad ku qanacsantahay isticmaalka adeegyada noocaas ah?,TRUE,"selected(${child_prot_service},'yes')",,,,,,,,,
349,select_one y_n_dk,exploit_hum_fee,Has anyone in the household been obliged to pay a fee for registering with a NGO or to access humanitarian aid?,Miyaa qof ka mid ah qoyska lagu khasbay inuu bixiyo lacag  lagaga diwaan galinayo urur ama inuu helo caawimo bini aadanimo?,TRUE,,,,,,,,,,
350,select_one y_n_dk,exploit_hum_favour,Has anyone in the household exchanged favours of any kind for registering with a NGO or to access humanitarian aid?,Miyaa qof ka tirsan qoyska waxuun lagaga badashay si loogu diwaangeliyo si uu u helo caawimo bini aadamnimo?,TRUE,,,,,,,,,,
351,select_one y_n_dk,women_committee,Are you aware of any community-based organisations with women who are represented in decision-making committees?,Miyaad ka war qabtaa urur bulsho ay haweenka ka mid yihiin kuwaaso ka qayb qaata go`aamada gudiga gaaraan? ,TRUE,,,,,,,,,,
352,select_one idp_host_relations,idp_hc_relations,How would you describe relations between host communities and displaced people?,Sidee ayad ku sifayn lahayd xidhiidhka u dhexeeya bulshada deegaanka iyo dadka barakacayaasha?,TRUE,,,,,,,,,,
353,select_one y_n_dk,fore_hc_disp,Do you believe that relations between displaced persons and host communities will be fair or good over the next year?,Miyaad rumaysantahay in xidhiidhka u dhaxeeya dadka barakacayaasha ah iyo dadka deegaanka uu noqon doono mid wanaagsan sanadka soo socda?,TRUE,,,,,,,,,,
354,begin_group,protection_barrier_group,Protection barriers,Caqabadaha hortaagan ilaalinta xuquuqda ,,,,,,,,,,,
355,note,protection_barrier,What are the 3 main concerns you have in accessing protection services?,Maxay yihiin 3dexda caqabadood ee ugu weyn ee idinka hortagaan inaad heshaan adeega ilaalinta xuquuqda?,,,,,,,,,,,
356,select_one barriers_protection,protection_barrier_first,First reason,Sababta kowaad ,TRUE,,,,First barrier cannot be none,,,,,,
357,select_one barriers_protection,protection_barrier_second,Second reason,Sababta Labaad,TRUE,"not(selected(${protection_barrier_first},'none'))",,"not(selected(., ${protection_barrier_first}))",Cannot be the same as the first,,,,,,
358,select_one barriers_protection,protection_barrier_third,Third reason,Sababta Saddexaad,TRUE,"not(selected(${protection_barrier_first},'none') or selected(${protection_barrier_second},'none'))",,"not(selected(., ${protection_barrier_first}) or selected(., ${protection_barrier_second}))",Cannot be the same as the first or second,,,,,,
359,end_group,,,,,,,,,,,,,,
360,text,protection_barrier_other,"Other, specify","wax kale, fadlan sheeg",TRUE,"selected(${protection_barrier_first},'other') or selected(${protection_barrier_second},'other') or selected(${protection_barrier_third},'other')",,,,,,,,,
361,select_one main_support_protection,protection_support,"If available, what would be the main type of support you would require to access protection services?","Hadii ay jiraan, maxay ahaan lahaayeen nooca taageero ee ugu muhiimsan ee aad u baahnaan lahayd si aad u hesho adeeg ilaalinta xuquuqda?",TRUE,,,,,,,,,,
362,end_group,,,,,,,,,,,,,,
363,begin_group,FSL,Food Security and Livelihoods,Sugnaanta Cuntada iyo Hab-nololeedka,,"selected(${consensus},'yes')",,,,,,,,,
364,select_one yes_no,food_now,Is your household currently able to access enough food for all household members?,Qoyskaagu iminka ma awoodaa in uu helo cunto ku filan dhammaan xubnaha qoyska?,TRUE,,,,,,,,,,
365,select_multiple source_food,source_food,What are the main sources of food for the household?,Waa maxay ilaha ugu muhiinsan ee ay cuntada ka helaan qoyskiinu?,TRUE,,,,,,,,,,
366,select_one change_source,source_change,How has the food source changed in the past 3 months?,Sidee ayay isubadaleen ilaha aad ka heshaan cuntadu 3dii bilood ee lasoo dhaafay?,TRUE,,,,,,,,,,
367,select_one time,time_market,How long does it take you to reach the nearest market ?,Imisa ayay kugu qaadataa in aad ku gaadho suuqa kuugu dhow?,TRUE,,,,,,,,,,
368,select_one transport_type,transport_market,How do you get there?,Sidee ayaad ku tagtaa suuqa?,TRUE,,,,,,,,,,
369,begin_group,fsc,Food Consumption Score,Cunno qadaasho,,,,,,,,,,,
370,note,fcs_note,On how many days did your household consume the following food groups in the past 7 days?,Imisa maalmood ayuu qoyskiinu quutay noocyada cuntooyinkan soo socda 7dii  bari ee lasoo dhaafay?,,,,,,,,,,,
371,select_one yes_no,cereals_y_n,"Has your household eaten Cereals (sorghum, rice, maize, millet, bread, spaghetti etc) in the last 7 days?","Qoyskiinu ma quutay cutooyinkan sida (hadhuudh, bariis, galley, masago, rooti, baasto iwm) 7dii bari ee ugu danbeysay?",TRUE,,,,,,,,,,
372,integer,cereals,How many days ?,Imisa maalmood?,TRUE,"selected(${cereals_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
373,select_one yes_no,vit_a_veg_y_n,"Has your household eaten vitamin A rich vegetables and tubers (yellow pumpkin, orange sweet potatoes, yellow cassava) in the last 7 days?","Qoyskiinu ma cunay qudaarta fitamin A ku badantahay sida (bocorka, liin macaan, baradhada macaan, moxog) 7dii bari ee lasoo dhaafay?",TRUE,,,,,,,,,,
374,integer,vit_a_veg,How many days ?,Imisa maalmood?,TRUE,"selected(${vit_a_veg_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
375,select_one yes_no,roots_y_n,"Has your household eaten white roots and tubers (white potatoes, cassava, arrowroot) in the last 7 days?","Qoyskiinu ma cunay cuntada xididada cadcad leh iyo kuwa ciid ku baxa sida (botaato cadcad, moxog, xiddida) 7dii bari ee ug udanbeeyey? ",TRUE,,,,,,,,,,
376,integer,roots,How many days ?,Imisa maalmood?,TRUE,"selected(${roots_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
377,select_one yes_no,pulses_y_n,"Has your household eaten legumes, nuts and seeds (cowpeas, lentils, peanut, beans) in the last 7 days?","Qoyskiinu ma cunay miraha qolofta leh, kuwa ladubo iyo abuurka sida(digirta, misirta, lowska) 7 dii maalmood ee lasoo dhaafay? ",TRUE,,,,,,,,,,
378,integer,pulses,How many days ?,Imisa maalmood?,TRUE,"selected(${pulses_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
379,select_one yes_no,vegetables_y_n,"Has your household eaten dark green leafy vegetables (pumpkin leaves, cassava leaves, kale) in the last 7 days?","Qoyskaagu ma cunay caleenta khudrada caleemaha cagaaran (caleemaha bocorka, caleemaha moxogta kosta) 7dii maalmood ee ugu dambeeyey?",TRUE,,,,,,,,,,
380,integer,vegetables,How many days ?,Imisa maalmood?,TRUE,"selected(${vegetables_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
381,select_one yes_no,other_veg_y_n,"Has your household eaten other vegetables (tomatoes, onion, cabbage, bell pepper) in the last 7 days?","Qoyskaagu ma cunay khudaarta kale (yaanyada, basasha, kaabajka (begel ama ansalaato, basbaas qajiga iyo barbarooni) 7 maalmood ee ugu dambeeyey",TRUE,,,,,,,,,,
382,integer,other_veg,How many days ?,Imisa maalmood?,TRUE,"selected(${other_veg_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
383,select_one yes_no,fruits_y_n,"Has your household eaten vitamin A rich fruits (ripe mango, pawpaw, gob, hobob) in the last 7 days?","Qoyskiinu ma cunay miraha fitamin A gu ku badanyahay sida(canbaha bislaaday, babayga, gobta, hohobta) 7dii maalmood ee ugu danbeeyey?",TRUE,,,,,,,,,,
384,integer,fruits,How many days ?,Imisa maalmood?,TRUE,"selected(${fruits_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
385,select_one yes_no,other_fruit_y_n,"Has your household eaten other fruit (banana, orange, apple, grapes, wild fruits) in the last 7 days?","Qoyskiinu ma cunay qudaarta kale sida (mooska, liinta, tufaaxa, canabka, miraha miyiga) 7dii maalmood ee ugu danbeeyey?",TRUE,,,,,,,,,,
386,integer,other_fruit,How many days ?,Imisa maalmood?,TRUE,"selected(${other_fruit_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
387,select_one yes_no,meat_y_n,Has your household eaten meat & poultry in the last 7 days?,Qoyskiinu ma cunay hilibka iyo hilibka digaaga 7dii bari ee lasoo dhaafay?,TRUE,,,,,,,,,,
388,integer,meat,How many days ?,Imisa Maalmood?,TRUE,"selected(${meat_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
389,select_one yes_no,fish_y_n,Has your household eaten fish in the last 7 days?,Qoyskiinu ma cunay kaluun 7dii bari ee lasoo dhaafay?,TRUE,,,,,,,,,,
390,integer,fish,How many days ?,Imisa Maalmood?,TRUE,"selected(${fish_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
391,select_one yes_no,dairy_y_n,Has your household eaten milk & milk products (cheese or yoghurt) in the last 7 days?,Qoskiinu ma cunay/cabay caano iyo waxyaabaha caanaha laga sameeyo sida (burcadka ama garoorka),TRUE,,,,,,,,,,
392,integer,dairy,How many days ?,Imisa Maalmood?,TRUE,"selected(${dairy_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
393,select_one yes_no,eggs_y_n,Has your household eaten eggs in the last 7 days?,Qoyskiinu ma cunay ukun 7dii bari ee ugu danbeeysay?,TRUE,,,,,,,,,,
394,integer,eggs,How many days ?,Imisa Maalmood?,TRUE,"selected(${eggs_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
395,select_one yes_no,sweet_y_n,"Has your household eaten sugar, honey and sweets in the last 7 days?","Qoyskiinu ma isticmaalay sonkorta, malabka iyo macmacaanka 7dii bari ee lasoo dhaafay?",TRUE,,,,,,,,,,
396,integer,sweet,How many days ?,Imisa Maalmood?,TRUE,"selected(${sweet_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
397,select_one yes_no,fats_y_n,"Has your household eaten oils, fats or butter in the last 7 days?","qoyskiinu ma isticmaalay saliid, dufan ama subag 7dii bari ee ugu danbeysay?",TRUE,,,,,,,,,,
398,integer,fats,How many days ?,Imisa Maalmood?,TRUE,"selected(${fats_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
399,select_one yes_no,condiments_y_n,"Has your household eaten condiments, tea, coffee in the last 7 days?","Qoyskiinu ma isticmaalay waxyaabaha cuntada dhadhanka uyeela, shaaha, bunka/qaxwaha 7dii maalmood ee lasoo dhaafay?",TRUE,,,,,,,,,,
400,integer,condiments,How many days ?,Imisa Maalmood?,TRUE,"selected(${condiments_y_n},'yes')",,.>=1 and .<=7,Must be between 0-7,,,,,,
401,end_group,,,,,,,,,,,,,,
402,select_multiple food_change,change_food,How has your consumption of food changed in the past 3 months/90 days?,Wax ma iska badaleen isticmaalka cuntadu 3dii bilood ee lasoo dhaafay/90 bari,TRUE,,,"not(selected(.,""amount_reduced"") and (selected(.,""amount_increased""))) and not(selected(.,""quality_reduced"") and (selected(.,""quality_increased""))) and not(selected(.,""variety_reduced"") and (selected(.,""variety_increased""))) and not(selected(., ""none"") and count-selected(.) > 1)",,,,,,,
403,select_one y_n_dk,skip_meal,Has any household member skipped two or more meals per day in the last 7 days?,xubin qoyskiina kamida ma iska daayay laba wakhti ama kabadan cunista cuntada maalinlaha ah 7dii bari ee ugu danbeeyey?,TRUE,,,,,,,,,,
404,select_one time_cereal,stock_last,How many days will your current cereal stocks last?,Raashinka  hada kaydka kuugu jira imisa maalmood ayuu ku hayn karaa?,TRUE,,,,,,,,,,
405,begin_group,food_preparation,Food preparation,Diyaarinta Cuntada,,,field-list,,,,,,,,
406,note,food_note,"To prepare food, do you have access to:","Si aad cunto udiyaarsatid, awood ma uleedahay in aad heshid:",,,,,,,,,,,
407,select_one yes_no,fuel,Fuel (Coal / Gas bottle / Wood),"Shidaal (Dhuxul, Gaas, qoryo/xaabo)",TRUE,,minimal,,,,,,,,
408,select_one yes_no,water,Water,Biyo,TRUE,,minimal,,,,,,,,
409,select_one yes_no,cooking_utensils,Cooking utensils,Maacuunka wax lagu karsado,TRUE,,minimal,,,,,,,,
410,end_group,,,,,,,,,,,,,,
411,select_one average_spent,spent_food,How much on average did the household spend on food in the past 3 months/90 days?,Celcelis ahaan imisa ayaa qoyskaagu lacag ahaan ku kharash gareeyey cuntada 3dii bilood ee lasoo dhaafay/90 bari?,TRUE,,,,,,,,,,
412,select_one inc_dec_dnk,cost_food,Has this cost increased or decreased in the past 3 months/90 days?,Qiimahaas ma kordhay mise hoos buu udhacay 3dii bilood/90 bari ee lasoo dhaafay?,TRUE,,,,,,,,,,
413,begin_group,food_barrier,Food barriers,Caqabadaha cuntada,,,,,,,,,,,
414,note,food_barrier_note,What are the 3 main concerns in accessing sufficient food for the household?,Waa maxay  3da caqabadood ee ugu weyn ee ku walaac galiya xaga helitaanka cunto ku filan qoyskiina?,,,,,,,,,,,
415,select_one food_barriers,food_barrier_first,First reason,Sababta kowaad,TRUE,,,,First barrier cannot be none,,,,,,
416,select_one food_barriers,food_barrier_second,Second reason,Sababta labaad,TRUE,"not(selected(${food_barrier_first},'none'))",,"not(selected(., ${food_barrier_first}))",Cannot be the same as the first,,,,,,
417,select_one food_barriers,food_barrier_third,Third reason,Sababta sadexaad,TRUE,"not(selected(${food_barrier_second},'none') or selected(${food_barrier_first},'none'))",,"not(selected(., ${food_barrier_first}) or selected(., ${food_barrier_second}))",Cannot be the same as the first or second,,,,,,
418,end_group,,,,,,,,,,,,,,
419,text,food_barrier_other,"Other, specify","kuwo kale, qeex",TRUE,"selected(${food_barrier_first},'other') or selected(${food_barrier_second},'other') or selected(${food_barrier_third},'other')",,,,,,,,,
420,select_multiple income_source,income_source,What were your household's main sources of income/household financial support in the past 12 months/1 year?,"Maxay ahaayeen ilaha ugu muhiimsan ee qoyskiinu ku tiirsanaa dakhli ahaan ama taageero dhaqaale ee qoyska, 12kii bilood/1 sano ee lasoo dhaafay?",TRUE,,,"not(selected(.,'none') and count-selected(.) >1)",,,,,,,
421,text,income_source_other,"Other, specify","kuwo kale, qeex",TRUE,"selected(${income_source},'other')",,,,,,,,,
422,select_one yes_no,lost_income_source,Have you lost access to any of these sources in the past 3 months/90 days?,Mawayday helida ilahan mid uun kamida 3dii bilood ee lasoo dhaafay?,TRUE,"not(selected(${income_source},'none'))",,,,,,,,,
